epoch,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,sac/alpha_loss,sac/alpha,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/total_steps,sac/cql/cql_std_q1,sac/cql/cql_std_q2,sac/cql/cql_q1_rand,sac/cql/cql_q2_rand,sac/cql/cql_min_qf1_loss,sac/cql/cql_min_qf2_loss,sac/cql/cql_qf1_diff,sac/cql/cql_qf2_diff,sac/cql/cql_q1_current_actions,sac/cql/cql_q2_current_actions,sac/cql/cql_q1_next_actions,sac/cql/cql_q2_next_actions,sac/cql/alpha_prime_loss,sac/cql/alpha_prime,average_return,average_traj_length,train_time,eval_time,epoch_time
10,0.9324500560760498,939.4901123046875,1274.472900390625,1429.69482421875,-2.7853827476501465,19.829395294189453,-881.3181762695312,-884.239013671875,-887.3447875976562,11000,123.22443389892578,116.81497192382812,-1126.0623779296875,-1119.941162109375,3.9179439544677734,7.032422065734863,0.7835887670516968,1.4064843654632568,-912.7109375,-910.2630004882812,-923.1436767578125,-920.4340209960938,0.0,0.0,59.997856,200.0,91.13539981842041,10.923872470855713,102.05927228927612
11,0.8700273036956787,1064.9422607421875,920.540283203125,945.1386108398438,-2.804227352142334,25.10704803466797,-999.6000366210938,-1002.5480346679688,-1013.41796875,12000,117.02162170410156,104.05848693847656,-1234.09814453125,-1212.509765625,18.988807678222656,31.743345260620117,3.7977616786956787,6.348669052124023,-1035.1932373046875,-1031.3216552734375,-1037.9012451171875,-1033.3701171875,0.0,0.0,61.312695,200.0,90.91470742225647,10.931846141815186,101.84655356407166
12,0.5043195486068726,1304.25732421875,1882.639404296875,1643.3187255859375,-1.7455852031707764,31.857351303100586,-1226.0361328125,-1242.550537109375,-1251.886474609375,13000,120.53788757324219,102.81365203857422,-1466.8502197265625,-1450.0867919921875,21.774402618408203,6.8384575843811035,4.354880332946777,1.3676915168762207,-1271.7205810546875,-1277.8580322265625,-1276.324462890625,-1281.1824951171875,0.0,0.0,74.60387,200.0,90.73400950431824,10.822967052459717,101.55697655677795
13,0.2774449288845062,1502.335205078125,3925.5908203125,4001.48828125,-1.0232698917388916,39.972469329833984,-1419.927734375,-1418.8997802734375,-1424.0113525390625,14000,123.08099365234375,107.39494323730469,-1671.397705078125,-1638.890625,-8.441158294677734,-5.576671600341797,-1.6882317066192627,-1.1153342723846436,-1480.1240234375,-1463.4039306640625,-1487.2838134765625,-1470.1932373046875,0.0,0.0,72.42735,200.0,90.36615538597107,11.259124994277954,101.62528038024902
14,1.471914529800415,1771.180419921875,3951.408203125,4027.73095703125,-5.714966773986816,48.553955078125,-1627.3436279296875,-1637.2939453125,-1655.8485107421875,15000,152.10671997070312,153.10423278808594,-1937.396484375,-1936.6541748046875,23.147489547729492,197.34225463867188,4.62949800491333,39.46845245361328,-1672.8817138671875,-1670.6898193359375,-1676.1685791015625,-1674.3192138671875,0.0,0.0,51.91413,200.0,90.66644406318665,11.390816926956177,102.05726099014282
15,-0.2366338074207306,2091.0927734375,3746.552978515625,3863.40673828125,0.9592100381851196,57.60233688354492,-1999.4644775390625,-2002.6387939453125,-2026.4022216796875,16000,139.07467651367188,126.31437683105469,-2283.171630859375,-2257.45751953125,14.146915435791016,36.28063201904297,2.829383134841919,7.256126403808594,-2079.669677734375,-2057.803466796875,-2084.186767578125,-2061.275390625,0.0,0.0,51.605907,200.0,90.72791028022766,11.857810258865356,102.58572053909302
16,1.8303744792938232,2211.86865234375,5050.7734375,5885.0009765625,-7.544646739959717,61.67720413208008,-2079.3076171875,-2103.426513671875,-2101.55712890625,17000,241.223876953125,211.02859497070312,-2477.84423828125,-2470.75,537.0636596679688,461.90277099609375,107.41273498535156,92.38055419921875,-2026.5543212890625,-2080.547607421875,-2030.099609375,-2084.43701171875,0.0,0.0,40.717842,200.0,89.80950140953064,11.226937532424927,101.03643894195557
17,1.3855324983596802,2524.12548828125,9374.91796875,9311.705078125,-5.967145919799805,74.19915008544922,-2356.557861328125,-2352.63720703125,-2379.53271484375,18000,227.0811767578125,208.53692626953125,-2786.447998046875,-2781.50634765625,215.76785278320312,127.68182373046875,43.15357208251953,25.536365509033203,-2376.055419921875,-2407.577880859375,-2380.985595703125,-2412.666015625,0.0,0.0,38.897594,200.0,89.6719651222229,11.728683471679688,101.40064859390259
18,1.4804844856262207,2899.056640625,10642.478515625,10982.5771484375,-6.468976020812988,79.00405883789062,-2772.649169921875,-2749.236328125,-2807.1640625,19000,268.9574279785156,256.5734558105469,-3246.788330078125,-3227.9404296875,413.1898193359375,435.77569580078125,82.6379623413086,87.15513610839844,-2763.205810546875,-2763.803466796875,-2767.027587890625,-2765.4619140625,0.0,0.0,26.051722,200.0,89.62759923934937,11.707664966583252,101.33526420593262
19,-0.5712721347808838,3211.16796875,7163.970703125,6888.15625,2.553421974182129,87.33158874511719,-3136.64697265625,-3117.4794921875,-3144.800048828125,20000,168.75839233398438,136.02755737304688,-3458.23828125,-3370.346435546875,155.3591766357422,175.1628875732422,31.071834564208984,35.03257751464844,-3239.538330078125,-3183.837158203125,-3246.265625,-3188.130615234375,0.0,0.0,54.21123,200.0,89.77596879005432,11.640376091003418,101.41634488105774
20,-0.6074427366256714,3781.34814453125,10343.609375,10318.060546875,2.796818256378174,99.90806579589844,-3714.105224609375,-3709.057373046875,-3746.3720703125,21000,163.05142211914062,144.48037719726562,-4023.224609375,-3974.061279296875,61.49834442138672,107.79720306396484,12.29966926574707,21.55944061279297,-3812.14306640625,-3771.504638671875,-3815.768798828125,-3770.31884765625,0.0,0.0,14.296026,200.0,88.42725229263306,11.771378517150879,100.19863080978394
21,-0.5399993658065796,3955.248291015625,14193.375,14409.54296875,2.5336074829101562,109.05705261230469,-3862.53955078125,-3859.82666015625,-3916.52734375,22000,184.272705078125,169.45257568359375,-4205.33349609375,-4181.85888671875,85.473388671875,120.18594360351562,17.094676971435547,24.037189483642578,-3968.403076171875,-3945.730224609375,-3973.568115234375,-3949.32080078125,0.0,0.0,31.747736,200.0,89.51044726371765,11.619758129119873,101.13020539283752
22,0.7280464172363281,4409.49560546875,20046.453125,22441.673828125,-3.482588529586792,119.51838684082031,-4198.9140625,-4154.08935546875,-4251.962890625,23000,282.90191650390625,264.0499572753906,-4760.72607421875,-4704.0234375,77.8408203125,127.50663757324219,15.568163871765137,25.501327514648438,-4304.8662109375,-4280.796875,-4308.658203125,-4284.0517578125,0.0,0.0,18.23077,200.0,89.15713620185852,11.762085676193237,100.91922187805176
23,1.3925167322158813,5038.96923828125,15859.4697265625,17046.236328125,-6.736071586608887,126.13289642333984,-4759.380859375,-4736.853515625,-4811.3720703125,24000,330.8634338378906,300.85772705078125,-5395.2626953125,-5358.44091796875,237.90814208984375,175.86944580078125,47.581626892089844,35.17388916015625,-4819.12451171875,-4838.67431640625,-4825.59521484375,-4846.2705078125,0.0,0.0,15.012441,200.0,89.44115924835205,11.79495620727539,101.23611545562744
24,-0.288303405046463,5823.2490234375,28977.767578125,30201.01953125,1.383353352546692,121.29862213134766,-5663.939453125,-5689.53564453125,-5726.5458984375,25000,269.5257873535156,241.50550842285156,-6180.65771484375,-6126.56884765625,163.73300170898438,373.3379821777344,32.74660110473633,74.66759490966797,-5810.31005859375,-5755.43994140625,-5826.8359375,-5773.47412109375,0.0,0.0,50.523388,200.0,87.71900129318237,11.274095058441162,98.99309635162354
25,-0.6180038452148438,5677.8056640625,13979.4287109375,14092.3349609375,3.087078094482422,147.70849609375,-5589.4130859375,-5589.4404296875,-5652.5087890625,26000,221.77182006835938,203.00906372070312,-6002.69384765625,-5951.64404296875,105.10208892822266,162.80142211914062,21.020418167114258,32.56028366088867,-5742.10009765625,-5678.365234375,-5747.8251953125,-5681.96728515625,0.0,0.0,48.21998,200.0,86.16368198394775,11.197447538375854,97.36112952232361
26,-0.6114088296890259,6511.1552734375,24030.37890625,22684.048828125,3.102613925933838,159.8973388671875,-6413.328125,-6421.24609375,-6470.1796875,27000,239.02029418945312,208.55638122558594,-6848.12353515625,-6791.4375,106.07492065429688,243.0740509033203,21.214984893798828,48.614810943603516,-6567.66748046875,-6505.88818359375,-6577.72265625,-6514.294921875,0.0,0.0,31.124746,200.0,86.39910459518433,11.484010934829712,97.88311553001404
27,-0.5933558940887451,6923.67431640625,21902.966796875,22633.41015625,3.054689407348633,172.114013671875,-6789.0556640625,-6792.54150390625,-6844.921875,28000,278.0958251953125,254.54193115234375,-7316.66259765625,-7262.39208984375,-20.928985595703125,162.8954315185547,-4.185797214508057,32.57908630371094,-6981.64599609375,-6902.52294921875,-6981.02978515625,-6901.89453125,0.0,0.0,21.887066,200.0,86.15111637115479,11.30252456665039,97.45364093780518
28,-0.7899448275566101,8103.82373046875,38186.92578125,35046.8828125,4.12792444229126,185.9700164794922,-7972.998046875,-7986.779296875,-8088.88818359375,29000,255.56008911132812,208.9464874267578,-8476.8544921875,-8339.3544921875,3.3303070068359375,348.1299133300781,0.6660614013671875,69.62598419189453,-8207.7490234375,-8084.2392578125,-8214.0185546875,-8090.10498046875,0.0,0.0,33.594482,200.0,86.19028854370117,11.300078868865967,97.49036741256714
29,0.3077206015586853,8977.23046875,56633.41796875,54473.69921875,-1.6379942893981934,204.9962921142578,-8656.9716796875,-8700.791015625,-8789.126953125,30000,346.4613952636719,333.8194580078125,-9334.4755859375,-9379.201171875,346.70343017578125,533.33349609375,69.34068298339844,106.66670227050781,-8825.73828125,-8899.7529296875,-8833.890625,-8906.2646484375,0.0,0.0,46.15531,200.0,86.39647722244263,11.298048973083496,97.69452619552612
30,1.494362473487854,9007.1962890625,40316.328125,45011.375,-7.864943504333496,193.07444763183594,-8673.607421875,-8697.474609375,-8747.255859375,31000,561.3350219726562,516.95361328125,-9660.7021484375,-9638.658203125,943.1920166015625,981.2420654296875,188.63839721679688,196.2484130859375,-8655.9033203125,-8711.5703125,-8660.40234375,-8711.3896484375,0.0,0.0,43.8509,200.0,88.03642416000366,11.737933874130249,99.77435803413391
31,-0.4707165062427521,9868.6962890625,26483.205078125,26828.6953125,2.501159191131592,203.06268310546875,-9698.533203125,-9681.12890625,-9733.498046875,32000,371.947998046875,309.97869873046875,-10381.4755859375,-10201.3720703125,403.8200378417969,753.8927001953125,80.76400756835938,150.77853393554688,-9927.7587890625,-9774.3193359375,-9940.666015625,-9789.689453125,0.0,0.0,59.26356,200.0,87.21410489082336,10.978304624557495,98.19240951538086
32,-0.3251379132270813,9821.3916015625,41475.9296875,41096.55859375,1.720436930656433,198.62252807617188,-9615.412109375,-9589.37890625,-9685.076171875,33000,411.970947265625,360.1158142089844,-10388.8515625,-10228.248046875,223.69004821777344,632.7525634765625,44.73801040649414,126.5505142211914,-9833.0205078125,-9680.6875,-9846.7646484375,-9695.2490234375,0.0,0.0,59.89154,200.0,83.33420705795288,11.145134210586548,94.47934126853943
33,-0.4022971987724304,10374.439453125,45197.7890625,46857.12109375,2.2364931106567383,259.6426086425781,-10239.1875,-10226.6484375,-10337.36328125,34000,455.4375,367.0595703125,-11028.431640625,-10883.9521484375,304.1318359375,376.24505615234375,60.82637023925781,75.24900817871094,-10431.80859375,-10346.0693359375,-10458.595703125,-10365.23828125,0.0,0.0,58.584606,200.0,82.92153072357178,11.059075832366943,93.98060655593872
34,0.6062061786651611,10826.6376953125,106664.859375,105789.1328125,-3.4122042655944824,278.32379150390625,-10450.92578125,-10384.779296875,-10530.580078125,35000,568.2093505859375,513.386962890625,-11476.5625,-11397.3193359375,732.5206298828125,630.1121826171875,146.50411987304688,126.0224380493164,-10576.0966796875,-10578.681640625,-10574.5146484375,-10580.65625,0.0,0.0,62.962563,200.0,82.6388144493103,11.220436334609985,93.85925078392029
35,1.3347551822662354,11610.275390625,67072.0625,62456.6953125,-7.334824562072754,243.53431701660156,-11272.603515625,-11326.1396484375,-11507.2197265625,36000,759.9310302734375,721.4478759765625,-12474.4794921875,-12564.8125,1965.678955078125,1761.330322265625,393.13580322265625,352.26605224609375,-11123.1376953125,-11245.8154296875,-11129.7978515625,-11256.109375,0.0,0.0,66.678085,200.0,88.27557444572449,12.061619520187378,100.33719396591187
36,-0.4658479690551758,13634.85546875,81205.4375,80873.078125,2.6518712043762207,296.6546630859375,-13373.408203125,-13361.8408203125,-13507.291015625,37000,499.39404296875,385.55462646484375,-14311.1220703125,-14063.072265625,224.110595703125,498.68896484375,44.822120666503906,99.73779296875,-13696.5283203125,-13516.7705078125,-13697.0615234375,-13525.337890625,0.0,0.0,62.199512,200.0,90.33594846725464,11.86677885055542,102.20272731781006
37,1.0205755233764648,13920.87109375,172393.5,150094.765625,-5.862668991088867,312.45892333984375,-13226.849609375,-13402.53125,-13513.6826171875,38000,744.1195068359375,608.29541015625,-14608.453125,-14594.203125,950.9990234375,966.4625244140625,190.19979858398438,193.29251098632812,-13355.75,-13579.181640625,-13357.1748046875,-13589.3515625,0.0,0.0,67.71034,200.0,91.34985113143921,12.130776643753052,103.48062777519226
38,-0.6123637557029724,13905.5205078125,58519.9375,59533.1484375,3.4606385231018066,284.6553039550781,-13757.9130859375,-13722.8212890625,-13876.6171875,39000,527.8510131835938,409.6941833496094,-14651.0966796875,-14381.5029296875,624.72021484375,878.2371826171875,124.94403839111328,175.64743041992188,-13983.171875,-13817.1318359375,-13996.244140625,-13830.9609375,0.0,0.0,79.93443,200.0,89.33920907974243,11.564451217651367,100.9036602973938
39,0.774139404296875,14558.6455078125,136859.15625,146138.921875,-4.523764610290527,345.020751953125,-13943.009765625,-13966.080078125,-14018.69140625,40000,754.2548828125,587.2174072265625,-15340.384765625,-15172.9912109375,739.781494140625,450.9231262207031,147.956298828125,90.18462371826172,-14129.5498046875,-14272.1875,-14125.517578125,-14269.908203125,0.0,0.0,55.976654,200.0,89.27180337905884,11.710394144058228,100.98219752311707
40,-0.6234654784202576,16589.125,72185.046875,73154.265625,3.550200939178467,297.1693115234375,-16399.490234375,-16407.046875,-16575.65625,41000,572.1035766601562,405.99090576171875,-17339.970703125,-17107.779296875,385.305419921875,314.5140380859375,77.06108093261719,62.90280532836914,-16676.59375,-16586.01953125,-16682.62109375,-16581.921875,0.0,0.0,54.505077,200.0,88.2003538608551,11.880704164505005,100.08105802536011
41,-0.512267529964447,16657.884765625,54357.0390625,53646.9140625,2.7868456840515137,230.49176025390625,-16477.7109375,-16450.7578125,-16636.90234375,42000,600.7128295898438,461.1821594238281,-17445.666015625,-17209.625,460.2176208496094,605.001953125,92.04352569580078,121.00039672851562,-16697.189453125,-16582.353515625,-16700.4765625,-16590.7734375,0.0,0.0,94.84414,200.0,87.92291283607483,11.734252214431763,99.65716505050659
42,-0.2756299376487732,17718.986328125,50603.07421875,52304.37890625,1.44236159324646,187.34738159179688,-17475.369140625,-17475.3203125,-17680.900390625,43000,603.4439697265625,443.2484130859375,-18446.5703125,-18198.806640625,436.0575866699219,488.6160888671875,87.21151733398438,97.72322082519531,-17692.173828125,-17621.955078125,-17693.779296875,-17632.85546875,0.0,0.0,87.97486,200.0,86.88262605667114,11.728399515151978,98.61102557182312
43,0.26021984219551086,17992.5625,39665.76171875,42100.23828125,-1.3394861221313477,172.0039825439453,-17710.126953125,-17721.5625,-17857.87109375,44000,767.72119140625,584.093505859375,-18928.591796875,-18718.50390625,800.7150268554688,543.702880859375,160.14300537109375,108.74057006835938,-17808.01953125,-17826.7109375,-17819.390625,-17851.708984375,0.0,0.0,79.32443,200.0,86.94967532157898,11.586118221282959,98.53579354286194
44,0.06341813504695892,19081.037109375,33450.69140625,34532.3203125,-0.3335078954696655,192.26441955566406,-18807.630859375,-18765.09375,-18989.318359375,45000,679.4224853515625,500.90753173828125,-19938.638671875,-19622.7109375,447.780517578125,467.0576477050781,89.55610656738281,93.41152954101562,-18985.521484375,-18904.9765625,-18986.794921875,-18918.953125,0.0,0.0,76.993034,200.0,87.08479952812195,11.509964942932129,98.59476447105408
45,0.28077948093414307,19826.8046875,43845.71875,40719.2421875,-1.4614046812057495,182.1468048095703,-19505.26171875,-19492.32421875,-19657.0859375,46000,674.0225219726562,471.862548828125,-20596.431640625,-20321.783203125,659.8353271484375,389.38861083984375,131.96707153320312,77.87772369384766,-19649.546875,-19649.279296875,-19651.50390625,-19655.568359375,0.0,0.0,49.96985,200.0,87.16990613937378,11.641693353652954,98.81159949302673
46,-0.16909518837928772,19171.376953125,48588.296875,51320.62109375,0.8850767612457275,187.5774688720703,-18909.150390625,-18863.5,-19112.28125,47000,760.5045166015625,580.9983520507812,-20187.66015625,-19853.396484375,185.29638671875,554.3228759765625,37.05927658081055,110.86457824707031,-19149.607421875,-18996.46875,-19166.16015625,-19028.7421875,0.0,0.0,30.382715,200.0,87.49503183364868,11.573865413665771,99.06889724731445
47,0.1606437712907791,21600.916015625,49049.54296875,49849.8046875,-0.852267861366272,201.40704345703125,-21288.47265625,-21285.435546875,-21463.404296875,48000,830.3740844726562,548.0823974609375,-22682.498046875,-22250.119140625,444.7685241699219,473.4625244140625,88.95370483398438,94.6925048828125,-21501.07421875,-21435.353515625,-21500.978515625,-21442.5234375,0.0,0.0,18.49814,200.0,87.34197211265564,12.39407753944397,99.73604965209961
48,0.15062639117240906,23476.1953125,58576.3125,58731.00390625,-0.8071632981300354,212.45086669921875,-23082.24609375,-23034.017578125,-23312.57421875,49000,907.039306640625,573.9569091796875,-24684.59765625,-24095.771484375,87.79315948486328,191.31878662109375,17.558631896972656,38.263755798339844,-23373.27734375,-23235.513671875,-23381.185546875,-23248.818359375,0.0,0.0,20.911121,200.0,90.96795272827148,11.539679527282715,102.5076322555542
49,-0.010861799120903015,21205.2421875,55384.76953125,55581.5390625,0.05873602628707886,223.08944702148438,-20874.0078125,-20909.7578125,-21096.080078125,50000,1076.606689453125,747.225830078125,-22682.8125,-22146.96875,302.56890869140625,798.123779296875,60.51377868652344,159.624755859375,-21124.412109375,-21049.3125,-21127.46484375,-21043.154296875,0.0,0.0,14.174075,200.0,81.90256190299988,6.9894349575042725,88.89199686050415
