t0,s0,a0,r0,t1,s1,a1,r1,t2,s2,a2,r2,t3,s3,a3,r3,t4,s4,a4,r4,t5,s5,a5,r5,t6,s6,a6,r6,t7,s7,a7,r7,t8,s8,a8,r8,t9,s9,a9,r9,t10,s10,a10,r10,t11,s11,a11,r11,t12,s12,a12,r12,t13,s13,a13,r13,t14,s14,a14,r14,t15,s15,a15,r15,t16,s16,a16,r16,t17,s17,a17,r17,t18,s18,a18,r18,t19,s19,a19,r19,t20
0,0,10,0.0,1,2,10,1.0,2,3,10,0.0,3,3,10,0.0,4,3,10,0.0,5,3,10,0.0,6,3,10,0.0,7,3,10,0.0,8,3,10,0.0,9,3,10,0.0,10,3,10,0.0,11,3,10,0.0,12,3,10,0.0,13,3,10,0.0,14,3,10,0.0,15,3,10,0.0,16,3,10,0.0,17,3,10,0.0,18,3,10,0.0,19,3,10,0.0,20
0,0,10,0.0,1,2,11,1.0,2,3,10,0.0,3,3,10,0.0,4,3,10,0.0,5,3,10,0.0,6,3,10,0.0,7,3,10,0.0,8,3,10,0.0,9,3,10,0.0,10,3,10,0.0,11,3,10,0.0,12,3,10,0.0,13,3,10,0.0,14,3,10,0.0,15,3,10,0.0,16,3,10,0.0,17,3,10,0.0,18,3,10,0.0,19,3,10,0.0,20
0,0,12,0.0,1,2,12,1.0,2,3,12,0.0,3,3,12,0.0,4,3,12,0.0,5,3,12,0.0,6,3,12,0.0,7,3,12,0.0,8,3,12,0.0,9,3,12,0.0,10,3,12,0.0,11,3,12,0.0,12,3,12,0.0,13,3,12,0.0,14,3,12,0.0,15,3,12,0.0,16,3,12,0.0,17,3,12,0.0,18,3,12,0.0,19,3,12,0.0,20
0,0,12,0.0,1,2,13,1.0,2,3,12,0.0,3,3,12,0.0,4,3,12,0.0,5,3,12,0.0,6,3,12,0.0,7,3,12,0.0,8,3,12,0.0,9,3,12,0.0,10,3,12,0.0,11,3,12,0.0,12,3,12,0.0,13,3,12,0.0,14,3,12,0.0,15,3,12,0.0,16,3,12,0.0,17,3,12,0.0,18,3,12,0.0,19,3,12,0.0,20
0,0,14,0.0,1,2,14,1.0,2,3,14,0.0,3,3,14,0.0,4,3,14,0.0,5,3,14,0.0,6,3,14,0.0,7,3,14,0.0,8,3,14,0.0,9,3,14,0.0,10,3,14,0.0,11,3,14,0.0,12,3,14,0.0,13,3,14,0.0,14,3,14,0.0,15,3,14,0.0,16,3,14,0.0,17,3,14,0.0,18,3,14,0.0,19,3,14,0.0,20
0,0,14,0.0,1,2,15,1.0,2,3,14,0.0,3,3,14,0.0,4,3,14,0.0,5,3,14,0.0,6,3,14,0.0,7,3,14,0.0,8,3,14,0.0,9,3,14,0.0,10,3,14,0.0,11,3,14,0.0,12,3,14,0.0,13,3,14,0.0,14,3,14,0.0,15,3,14,0.0,16,3,14,0.0,17,3,14,0.0,18,3,14,0.0,19,3,14,0.0,20
0,0,16,0.0,1,2,16,1.0,2,3,16,0.0,3,3,16,0.0,4,3,16,0.0,5,3,16,0.0,6,3,16,0.0,7,3,16,0.0,8,3,16,0.0,9,3,16,0.0,10,3,16,0.0,11,3,16,0.0,12,3,16,0.0,13,3,16,0.0,14,3,16,0.0,15,3,16,0.0,16,3,16,0.0,17,3,16,0.0,18,3,16,0.0,19,3,16,0.0,20
0,0,16,0.0,1,2,17,1.0,2,3,16,0.0,3,3,16,0.0,4,3,16,0.0,5,3,16,0.0,6,3,16,0.0,7,3,16,0.0,8,3,16,0.0,9,3,16,0.0,10,3,16,0.0,11,3,16,0.0,12,3,16,0.0,13,3,16,0.0,14,3,16,0.0,15,3,16,0.0,16,3,16,0.0,17,3,16,0.0,18,3,16,0.0,19,3,16,0.0,20
0,0,18,0.0,1,2,18,1.0,2,3,18,0.0,3,3,18,0.0,4,3,18,0.0,5,3,18,0.0,6,3,18,0.0,7,3,18,0.0,8,3,18,0.0,9,3,18,0.0,10,3,18,0.0,11,3,18,0.0,12,3,18,0.0,13,3,18,0.0,14,3,18,0.0,15,3,18,0.0,16,3,18,0.0,17,3,18,0.0,18,3,18,0.0,19,3,18,0.0,20
0,0,18,0.0,1,2,19,1.0,2,3,18,0.0,3,3,18,0.0,4,3,18,0.0,5,3,18,0.0,6,3,18,0.0,7,3,18,0.0,8,3,18,0.0,9,3,18,0.0,10,3,18,0.0,11,3,18,0.0,12,3,18,0.0,13,3,18,0.0,14,3,18,0.0,15,3,18,0.0,16,3,18,0.0,17,3,18,0.0,18,3,18,0.0,19,3,18,0.0,20
0,0,1,1.0,1,3,1,0.0,2,3,1,0.0,3,3,1,0.0,4,3,1,0.0,5,3,1,0.0,6,3,1,0.0,7,3,1,0.0,8,3,1,0.0,9,3,1,0.0,10,3,1,0.0,11,3,1,0.0,12,3,1,0.0,13,3,1,0.0,14,3,1,0.0,15,3,1,0.0,16,3,1,0.0,17,3,1,0.0,18,3,1,0.0,19,3,1,0.0,20
0,0,3,1.0,1,3,3,0.0,2,3,3,0.0,3,3,3,0.0,4,3,3,0.0,5,3,3,0.0,6,3,3,0.0,7,3,3,0.0,8,3,3,0.0,9,3,3,0.0,10,3,3,0.0,11,3,3,0.0,12,3,3,0.0,13,3,3,0.0,14,3,3,0.0,15,3,3,0.0,16,3,3,0.0,17,3,3,0.0,18,3,3,0.0,19,3,3,0.0,20
0,0,5,1.0,1,3,5,0.0,2,3,5,0.0,3,3,5,0.0,4,3,5,0.0,5,3,5,0.0,6,3,5,0.0,7,3,5,0.0,8,3,5,0.0,9,3,5,0.0,10,3,5,0.0,11,3,5,0.0,12,3,5,0.0,13,3,5,0.0,14,3,5,0.0,15,3,5,0.0,16,3,5,0.0,17,3,5,0.0,18,3,5,0.0,19,3,5,0.0,20
0,0,7,1.0,1,3,7,0.0,2,3,7,0.0,3,3,7,0.0,4,3,7,0.0,5,3,7,0.0,6,3,7,0.0,7,3,7,0.0,8,3,7,0.0,9,3,7,0.0,10,3,7,0.0,11,3,7,0.0,12,3,7,0.0,13,3,7,0.0,14,3,7,0.0,15,3,7,0.0,16,3,7,0.0,17,3,7,0.0,18,3,7,0.0,19,3,7,0.0,20
0,0,9,1.0,1,3,9,0.0,2,3,9,0.0,3,3,9,0.0,4,3,9,0.0,5,3,9,0.0,6,3,9,0.0,7,3,9,0.0,8,3,9,0.0,9,3,9,0.0,10,3,9,0.0,11,3,9,0.0,12,3,9,0.0,13,3,9,0.0,14,3,9,0.0,15,3,9,0.0,16,3,9,0.0,17,3,9,0.0,18,3,9,0.0,19,3,9,0.0,20
0,0,11,1.0,1,3,11,0.0,2,3,11,0.0,3,3,11,0.0,4,3,11,0.0,5,3,11,0.0,6,3,11,0.0,7,3,11,0.0,8,3,11,0.0,9,3,11,0.0,10,3,11,0.0,11,3,11,0.0,12,3,11,0.0,13,3,11,0.0,14,3,11,0.0,15,3,11,0.0,16,3,11,0.0,17,3,11,0.0,18,3,11,0.0,19,3,11,0.0,20
0,0,15,1.0,1,3,15,0.0,2,3,15,0.0,3,3,15,0.0,4,3,15,0.0,5,3,15,0.0,6,3,15,0.0,7,3,15,0.0,8,3,15,0.0,9,3,15,0.0,10,3,15,0.0,11,3,15,0.0,12,3,15,0.0,13,3,15,0.0,14,3,15,0.0,15,3,15,0.0,16,3,15,0.0,17,3,15,0.0,18,3,15,0.0,19,3,15,0.0,20
0,0,17,1.0,1,3,17,0.0,2,3,17,0.0,3,3,17,0.0,4,3,17,0.0,5,3,17,0.0,6,3,17,0.0,7,3,17,0.0,8,3,17,0.0,9,3,17,0.0,10,3,17,0.0,11,3,17,0.0,12,3,17,0.0,13,3,17,0.0,14,3,17,0.0,15,3,17,0.0,16,3,17,0.0,17,3,17,0.0,18,3,17,0.0,19,3,17,0.0,20
0,0,19,1.0,1,3,19,0.0,2,3,19,0.0,3,3,19,0.0,4,3,19,0.0,5,3,19,0.0,6,3,19,0.0,7,3,19,0.0,8,3,19,0.0,9,3,19,0.0,10,3,19,0.0,11,3,19,0.0,12,3,19,0.0,13,3,19,0.0,14,3,19,0.0,15,3,19,0.0,16,3,19,0.0,17,3,19,0.0,18,3,19,0.0,19,3,19,0.0,20
0,0,1,1.0,1,3,0,0.0,2,3,0,0.0,3,3,0,0.0,4,3,0,0.0,5,3,0,0.0,6,3,0,0.0,7,3,0,0.0,8,3,0,0.0,9,3,0,0.0,10,3,0,0.0,11,3,0,0.0,12,3,0,0.0,13,3,0,0.0,14,3,0,0.0,15,3,0,0.0,16,3,0,0.0,17,3,0,0.0,18,3,0,0.0,19,3,0,0.0,20
0,0,1,1.0,1,3,2,0.0,2,3,2,0.0,3,3,2,0.0,4,3,2,0.0,5,3,2,0.0,6,3,2,0.0,7,3,2,0.0,8,3,2,0.0,9,3,2,0.0,10,3,2,0.0,11,3,2,0.0,12,3,2,0.0,13,3,2,0.0,14,3,2,0.0,15,3,2,0.0,16,3,2,0.0,17,3,2,0.0,18,3,2,0.0,19,3,2,0.0,20
0,0,1,1.0,1,3,4,0.0,2,3,4,0.0,3,3,4,0.0,4,3,4,0.0,5,3,4,0.0,6,3,4,0.0,7,3,4,0.0,8,3,4,0.0,9,3,4,0.0,10,3,4,0.0,11,3,4,0.0,12,3,4,0.0,13,3,4,0.0,14,3,4,0.0,15,3,4,0.0,16,3,4,0.0,17,3,4,0.0,18,3,4,0.0,19,3,4,0.0,20
0,0,1,1.0,1,3,6,0.0,2,3,6,0.0,3,3,6,0.0,4,3,6,0.0,5,3,6,0.0,6,3,6,0.0,7,3,6,0.0,8,3,6,0.0,9,3,6,0.0,10,3,6,0.0,11,3,6,0.0,12,3,6,0.0,13,3,6,0.0,14,3,6,0.0,15,3,6,0.0,16,3,6,0.0,17,3,6,0.0,18,3,6,0.0,19,3,6,0.0,20
0,0,1,1.0,1,3,8,0.0,2,3,8,0.0,3,3,8,0.0,4,3,8,0.0,5,3,8,0.0,6,3,8,0.0,7,3,8,0.0,8,3,8,0.0,9,3,8,0.0,10,3,8,0.0,11,3,8,0.0,12,3,8,0.0,13,3,8,0.0,14,3,8,0.0,15,3,8,0.0,16,3,8,0.0,17,3,8,0.0,18,3,8,0.0,19,3,8,0.0,20
0,0,1,1.0,1,3,10,0.0,2,3,10,0.0,3,3,10,0.0,4,3,10,0.0,5,3,10,0.0,6,3,10,0.0,7,3,10,0.0,8,3,10,0.0,9,3,10,0.0,10,3,10,0.0,11,3,10,0.0,12,3,10,0.0,13,3,10,0.0,14,3,10,0.0,15,3,10,0.0,16,3,10,0.0,17,3,10,0.0,18,3,10,0.0,19,3,10,0.0,20
0,0,1,1.0,1,3,12,0.0,2,3,12,0.0,3,3,12,0.0,4,3,12,0.0,5,3,12,0.0,6,3,12,0.0,7,3,12,0.0,8,3,12,0.0,9,3,12,0.0,10,3,12,0.0,11,3,12,0.0,12,3,12,0.0,13,3,12,0.0,14,3,12,0.0,15,3,12,0.0,16,3,12,0.0,17,3,12,0.0,18,3,12,0.0,19,3,12,0.0,20
0,0,1,1.0,1,3,13,0.0,2,3,13,0.0,3,3,13,0.0,4,3,13,0.0,5,3,13,0.0,6,3,13,0.0,7,3,13,0.0,8,3,13,0.0,9,3,13,0.0,10,3,13,0.0,11,3,13,0.0,12,3,13,0.0,13,3,13,0.0,14,3,13,0.0,15,3,13,0.0,16,3,13,0.0,17,3,13,0.0,18,3,13,0.0,19,3,13,0.0,20
0,0,1,1.0,1,3,14,0.0,2,3,14,0.0,3,3,14,0.0,4,3,14,0.0,5,3,14,0.0,6,3,14,0.0,7,3,14,0.0,8,3,14,0.0,9,3,14,0.0,10,3,14,0.0,11,3,14,0.0,12,3,14,0.0,13,3,14,0.0,14,3,14,0.0,15,3,14,0.0,16,3,14,0.0,17,3,14,0.0,18,3,14,0.0,19,3,14,0.0,20
0,0,1,1.0,1,3,16,0.0,2,3,16,0.0,3,3,16,0.0,4,3,16,0.0,5,3,16,0.0,6,3,16,0.0,7,3,16,0.0,8,3,16,0.0,9,3,16,0.0,10,3,16,0.0,11,3,16,0.0,12,3,16,0.0,13,3,16,0.0,14,3,16,0.0,15,3,16,0.0,16,3,16,0.0,17,3,16,0.0,18,3,16,0.0,19,3,16,0.0,20
0,0,1,1.0,1,3,18,0.0,2,3,18,0.0,3,3,18,0.0,4,3,18,0.0,5,3,18,0.0,6,3,18,0.0,7,3,18,0.0,8,3,18,0.0,9,3,18,0.0,10,3,18,0.0,11,3,18,0.0,12,3,18,0.0,13,3,18,0.0,14,3,18,0.0,15,3,18,0.0,16,3,18,0.0,17,3,18,0.0,18,3,18,0.0,19,3,18,0.0,20
0,0,13,1.0,1,1,0,1.0,2,1,0,1.0,3,1,0,1.0,4,1,0,1.0,5,1,0,1.0,6,1,0,1.0,7,1,0,1.0,8,1,0,1.0,9,1,0,1.0,10,1,0,1.0,11,1,0,1.0,12,1,0,1.0,13,1,0,1.0,14,1,0,1.0,15,1,0,1.0,16,1,0,1.0,17,1,0,1.0,18,1,0,1.0,19,1,0,1.0,20
0,0,13,1.0,1,1,1,1.0,2,1,1,1.0,3,1,1,1.0,4,1,1,1.0,5,1,1,1.0,6,1,1,1.0,7,1,1,1.0,8,1,1,1.0,9,1,1,1.0,10,1,1,1.0,11,1,1,1.0,12,1,1,1.0,13,1,1,1.0,14,1,1,1.0,15,1,1,1.0,16,1,1,1.0,17,1,1,1.0,18,1,1,1.0,19,1,1,1.0,20
0,0,13,1.0,1,1,2,1.0,2,1,2,1.0,3,1,2,1.0,4,1,2,1.0,5,1,2,1.0,6,1,2,1.0,7,1,2,1.0,8,1,2,1.0,9,1,2,1.0,10,1,2,1.0,11,1,2,1.0,12,1,2,1.0,13,1,2,1.0,14,1,2,1.0,15,1,2,1.0,16,1,2,1.0,17,1,2,1.0,18,1,2,1.0,19,1,2,1.0,20
0,0,13,1.0,1,1,3,1.0,2,1,3,1.0,3,1,3,1.0,4,1,3,1.0,5,1,3,1.0,6,1,3,1.0,7,1,3,1.0,8,1,3,1.0,9,1,3,1.0,10,1,3,1.0,11,1,3,1.0,12,1,3,1.0,13,1,3,1.0,14,1,3,1.0,15,1,3,1.0,16,1,3,1.0,17,1,3,1.0,18,1,3,1.0,19,1,3,1.0,20
0,0,13,1.0,1,1,4,1.0,2,1,4,1.0,3,1,4,1.0,4,1,4,1.0,5,1,4,1.0,6,1,4,1.0,7,1,4,1.0,8,1,4,1.0,9,1,4,1.0,10,1,4,1.0,11,1,4,1.0,12,1,4,1.0,13,1,4,1.0,14,1,4,1.0,15,1,4,1.0,16,1,4,1.0,17,1,4,1.0,18,1,4,1.0,19,1,4,1.0,20
0,0,13,1.0,1,1,5,1.0,2,1,5,1.0,3,1,5,1.0,4,1,5,1.0,5,1,5,1.0,6,1,5,1.0,7,1,5,1.0,8,1,5,1.0,9,1,5,1.0,10,1,5,1.0,11,1,5,1.0,12,1,5,1.0,13,1,5,1.0,14,1,5,1.0,15,1,5,1.0,16,1,5,1.0,17,1,5,1.0,18,1,5,1.0,19,1,5,1.0,20
0,0,13,1.0,1,1,6,1.0,2,1,6,1.0,3,1,6,1.0,4,1,6,1.0,5,1,6,1.0,6,1,6,1.0,7,1,6,1.0,8,1,6,1.0,9,1,6,1.0,10,1,6,1.0,11,1,6,1.0,12,1,6,1.0,13,1,6,1.0,14,1,6,1.0,15,1,6,1.0,16,1,6,1.0,17,1,6,1.0,18,1,6,1.0,19,1,6,1.0,20
0,0,13,1.0,1,1,7,1.0,2,1,7,1.0,3,1,7,1.0,4,1,7,1.0,5,1,7,1.0,6,1,7,1.0,7,1,7,1.0,8,1,7,1.0,9,1,7,1.0,10,1,7,1.0,11,1,7,1.0,12,1,7,1.0,13,1,7,1.0,14,1,7,1.0,15,1,7,1.0,16,1,7,1.0,17,1,7,1.0,18,1,7,1.0,19,1,7,1.0,20
0,0,13,1.0,1,1,8,1.0,2,1,8,1.0,3,1,8,1.0,4,1,8,1.0,5,1,8,1.0,6,1,8,1.0,7,1,8,1.0,8,1,8,1.0,9,1,8,1.0,10,1,8,1.0,11,1,8,1.0,12,1,8,1.0,13,1,8,1.0,14,1,8,1.0,15,1,8,1.0,16,1,8,1.0,17,1,8,1.0,18,1,8,1.0,19,1,8,1.0,20
0,0,13,1.0,1,1,9,1.0,2,1,9,1.0,3,1,9,1.0,4,1,9,1.0,5,1,9,1.0,6,1,9,1.0,7,1,9,1.0,8,1,9,1.0,9,1,9,1.0,10,1,9,1.0,11,1,9,1.0,12,1,9,1.0,13,1,9,1.0,14,1,9,1.0,15,1,9,1.0,16,1,9,1.0,17,1,9,1.0,18,1,9,1.0,19,1,9,1.0,20
0,0,13,1.0,1,1,10,1.0,2,1,10,1.0,3,1,10,1.0,4,1,10,1.0,5,1,10,1.0,6,1,10,1.0,7,1,10,1.0,8,1,10,1.0,9,1,10,1.0,10,1,10,1.0,11,1,10,1.0,12,1,10,1.0,13,1,10,1.0,14,1,10,1.0,15,1,10,1.0,16,1,10,1.0,17,1,10,1.0,18,1,10,1.0,19,1,10,1.0,20
0,0,13,1.0,1,1,11,1.0,2,1,11,1.0,3,1,11,1.0,4,1,11,1.0,5,1,11,1.0,6,1,11,1.0,7,1,11,1.0,8,1,11,1.0,9,1,11,1.0,10,1,11,1.0,11,1,11,1.0,12,1,11,1.0,13,1,11,1.0,14,1,11,1.0,15,1,11,1.0,16,1,11,1.0,17,1,11,1.0,18,1,11,1.0,19,1,11,1.0,20
0,0,13,1.0,1,1,12,1.0,2,1,12,1.0,3,1,12,1.0,4,1,12,1.0,5,1,12,1.0,6,1,12,1.0,7,1,12,1.0,8,1,12,1.0,9,1,12,1.0,10,1,12,1.0,11,1,12,1.0,12,1,12,1.0,13,1,12,1.0,14,1,12,1.0,15,1,12,1.0,16,1,12,1.0,17,1,12,1.0,18,1,12,1.0,19,1,12,1.0,20
0,0,13,1.0,1,1,13,1.0,2,1,13,1.0,3,1,13,1.0,4,1,13,1.0,5,1,13,1.0,6,1,13,1.0,7,1,13,1.0,8,1,13,1.0,9,1,13,1.0,10,1,13,1.0,11,1,13,1.0,12,1,13,1.0,13,1,13,1.0,14,1,13,1.0,15,1,13,1.0,16,1,13,1.0,17,1,13,1.0,18,1,13,1.0,19,1,13,1.0,20
0,0,13,1.0,1,1,14,1.0,2,1,14,1.0,3,1,14,1.0,4,1,14,1.0,5,1,14,1.0,6,1,14,1.0,7,1,14,1.0,8,1,14,1.0,9,1,14,1.0,10,1,14,1.0,11,1,14,1.0,12,1,14,1.0,13,1,14,1.0,14,1,14,1.0,15,1,14,1.0,16,1,14,1.0,17,1,14,1.0,18,1,14,1.0,19,1,14,1.0,20
0,0,13,1.0,1,1,15,1.0,2,1,15,1.0,3,1,15,1.0,4,1,15,1.0,5,1,15,1.0,6,1,15,1.0,7,1,15,1.0,8,1,15,1.0,9,1,15,1.0,10,1,15,1.0,11,1,15,1.0,12,1,15,1.0,13,1,15,1.0,14,1,15,1.0,15,1,15,1.0,16,1,15,1.0,17,1,15,1.0,18,1,15,1.0,19,1,15,1.0,20
0,0,13,1.0,1,1,16,1.0,2,1,16,1.0,3,1,16,1.0,4,1,16,1.0,5,1,16,1.0,6,1,16,1.0,7,1,16,1.0,8,1,16,1.0,9,1,16,1.0,10,1,16,1.0,11,1,16,1.0,12,1,16,1.0,13,1,16,1.0,14,1,16,1.0,15,1,16,1.0,16,1,16,1.0,17,1,16,1.0,18,1,16,1.0,19,1,16,1.0,20
0,0,13,1.0,1,1,17,1.0,2,1,17,1.0,3,1,17,1.0,4,1,17,1.0,5,1,17,1.0,6,1,17,1.0,7,1,17,1.0,8,1,17,1.0,9,1,17,1.0,10,1,17,1.0,11,1,17,1.0,12,1,17,1.0,13,1,17,1.0,14,1,17,1.0,15,1,17,1.0,16,1,17,1.0,17,1,17,1.0,18,1,17,1.0,19,1,17,1.0,20
0,0,13,1.0,1,1,18,1.0,2,1,18,1.0,3,1,18,1.0,4,1,18,1.0,5,1,18,1.0,6,1,18,1.0,7,1,18,1.0,8,1,18,1.0,9,1,18,1.0,10,1,18,1.0,11,1,18,1.0,12,1,18,1.0,13,1,18,1.0,14,1,18,1.0,15,1,18,1.0,16,1,18,1.0,17,1,18,1.0,18,1,18,1.0,19,1,18,1.0,20
0,0,13,1.0,1,1,19,1.0,2,1,19,1.0,3,1,19,1.0,4,1,19,1.0,5,1,19,1.0,6,1,19,1.0,7,1,19,1.0,8,1,19,1.0,9,1,19,1.0,10,1,19,1.0,11,1,19,1.0,12,1,19,1.0,13,1,19,1.0,14,1,19,1.0,15,1,19,1.0,16,1,19,1.0,17,1,19,1.0,18,1,19,1.0,19,1,19,1.0,20
